MultiMax v1.0,,,
36469,-0.362,387,
36479,-0.362,387,
36489,-0.362,388,
36499,-0.362,388,
36509,-0.362,388,
36519,-0.362,389,
36529,-0.362,390,
36539,-0.361,386,
36549,-0.362,387,
36559,-0.362,385,
36569,-0.362,391,
36579,-0.362,391,
36589,-0.362,390,
36599,-0.362,389,
36609,-0.362,387,
36619,-0.362,390,
36629,-0.362,386,
36639,-0.362,386,
36649,-0.362,388,
36659,-0.362,388,
36669,-0.362,382,
36679,-0.361,389,
36689,-0.362,386,
36699,-0.362,390,
36709,-0.361,389,
36719,-0.362,388,
36729,-0.362,389,
36739,-0.362,384,
36749,-0.362,393,
36759,-0.362,387,
36769,-0.362,386,
36779,-0.362,387,
36789,-0.362,387,
36799,-0.362,389,
36809,-0.362,389,
36819,-0.362,394,
36829,-0.362,388,
36839,-0.362,391,
36849,-0.362,393,
36859,-0.362,393,
36869,-0.362,384,
36879,-0.362,389,
36889,-0.362,386,
36899,-0.362,392,
36909,-0.362,388,
36919,-0.362,389,
36929,-0.362,389,
36939,-0.362,390,
36949,-0.362,396,
36959,-0.362,388,
36969,-0.362,394,
36979,-0.362,392,
36989,-0.362,393,
36999,-0.362,390,
37009,-0.362,389,
37019,-0.362,393,
37029,-0.362,388,
37039,-0.362,395,
37049,-0.362,392,
37059,-0.362,392,
37069,-0.362,393,
37079,-0.361,398,
37089,-0.362,388,
37099,-0.362,392,
37109,-0.361,396,
37119,-0.362,394,
37129,-0.362,395,
37139,-0.362,391,
37149,-0.362,392,
37159,-0.362,395,
37169,-0.362,393,
37179,-0.362,390,
37189,-0.362,392,
37199,-0.362,397,
37209,-0.362,395,
37219,-0.362,396,
37229,-0.362,398,
37239,-0.362,396,
37249,-0.362,391,
37259,-0.362,394,
37269,-0.362,394,
37279,-0.362,395,
37289,-0.362,400,
37299,-0.362,391,
37309,-0.362,395,
37319,-0.362,394,
37329,-0.362,395,
37339,-0.362,398,
37349,-0.362,393,
37359,-0.362,399,
37369,-0.362,396,
37379,-0.362,399,
37389,-0.362,393,
37399,-0.362,398,
37409,-0.362,397,
37419,-0.362,395,
37429,-0.362,396,
37439,-0.362,394,
37449,-0.362,398,
37459,-0.362,397,
37469,-0.362,400,
37479,-0.362,399,
37489,-0.362,396,
37499,-0.361,399,
37509,-0.362,398,
37519,-0.361,395,
37529,-0.362,393,
37539,-0.362,392,
37549,-0.362,398,
37559,-0.362,395,
37569,-0.362,399,
37579,-0.362,401,
37589,-0.362,398,
37599,-0.362,395,
37609,-0.362,399,
37619,-0.361,395,
37629,-0.362,398,
37639,-0.362,395,
37649,-0.362,399,
37659,-0.362,400,
37669,-0.362,400,
37679,-0.362,396,
37689,-0.362,394,
37699,-0.362,398,
37709,-0.362,399,
37719,-0.362,394,
37729,-0.362,402,
37739,-0.362,401,
37749,-0.362,400,
37759,-0.362,398,
37769,-0.362,397,
37779,-0.362,401,
37789,-0.362,399,
37799,-0.362,404,
37809,-0.362,403,
37819,-0.362,400,
37829,-0.362,402,
37839,-0.362,401,
37849,-0.362,399,
37859,-0.362,402,
37869,-0.362,399,
37879,-0.362,400,
37889,-0.362,401,
37899,-0.362,400,
37909,-0.362,400,
37919,-0.362,394,
37929,-0.362,404,
37939,-0.362,401,
37949,-0.362,401,
37959,-0.362,401,
37969,-0.362,403,
37979,-0.362,400,
37989,-0.362,400,
37999,-0.362,399,
38009,-0.362,402,
38019,-0.362,400,
38029,-0.362,403,
38039,-0.362,400,
38049,-0.362,403,
38059,-0.362,400,
38069,-0.362,402,
38079,-0.362,407,
38089,-0.362,400,
38099,-0.362,405,
38109,-0.362,403,
38119,-0.362,400,
38129,-0.362,406,
38139,-0.362,404,
38149,-0.362,403,
38159,-0.362,405,
38169,-0.362,400,
38179,-0.362,405,
38189,-0.362,401,
38199,-0.362,408,
38209,-0.362,408,
38219,-0.362,401,
38229,-0.362,402,
38239,-0.362,406,
38249,-0.362,400,
38259,-0.362,405,
38269,-0.362,404,
38279,-0.362,403,
38289,-0.362,405,
38299,-0.362,406,
38309,-0.362,404,
38319,-0.362,403,
38329,-0.362,403,
38339,-0.362,403,
38349,-0.362,403,
38359,-0.361,404,
38369,-0.362,404,
38379,-0.362,407,
38389,-0.362,408,
38399,-0.362,403,
38409,-0.362,405,
38419,-0.363,401,
38429,-0.362,408,
38439,-0.362,409,
38449,-0.362,406,
38459,-0.362,405,
38469,-0.363,406,
38479,-0.362,414,
38489,-0.362,406,
38499,-0.362,405,
38509,-0.362,409,
38519,-0.362,407,
38529,-0.362,410,
38539,-0.362,413,
38549,-0.362,407,
38559,-0.362,408,
38569,-0.362,407,
38579,-0.362,417,
38589,-0.362,408,
38599,-0.362,406,
38609,-0.362,413,
38619,-0.362,407,
38629,-0.362,405,
38639,-0.362,404,
38649,-0.362,406,
38659,-0.362,409,
38669,-0.362,407,
38679,-0.362,406,
38689,-0.362,406,
38699,-0.362,410,
38709,-0.362,410,
38719,-0.362,405,
38729,-0.362,408,
38739,-0.362,410,
38749,-0.362,405,
38759,-0.362,411,
38769,-0.362,409,
38779,-0.362,405,
38789,-0.362,412,
38799,-0.362,412,
38809,-0.362,410,
38819,-0.362,411,
38829,-0.362,408,
38839,-0.362,410,
38849,-0.362,409,
38859,-0.362,413,
38869,-0.362,407,
38879,-0.362,409,
38889,-0.362,412,
38899,-0.362,409,
38909,-0.363,407,
38919,-0.362,413,
38929,-0.362,411,
38939,-0.362,411,
38949,-0.362,406,
38959,-0.362,414,
38969,-0.362,412,
38979,-0.363,408,
38989,-0.362,415,
38999,-0.362,407,
39009,-0.362,414,
39019,-0.362,408,
39029,-0.362,420,
39039,-0.362,411,
39049,-0.362,411,
39059,-0.362,413,
39069,-0.362,416,
39079,-0.362,412,
39089,-0.362,415,
39099,-0.362,410,
39109,-0.362,412,
39119,-0.363,411,
39129,-0.362,415,
39139,-0.363,416,
39149,-0.362,411,
39159,-0.362,411,
39169,-0.362,416,
39179,-0.362,411,
39189,-0.362,411,
39199,-0.362,412,
39209,-0.362,411,
39219,-0.362,414,
39229,-0.363,412,
39239,-0.362,413,
39249,-0.362,418,
39259,-0.362,414,
39269,-0.363,410,
39279,-0.363,412,
39289,-0.362,418,
39299,-0.362,411,
39309,-0.362,416,
39319,-0.362,420,
39329,-0.362,413,
39339,-0.362,413,
39349,-0.363,413,
39359,-0.363,417,
39369,-0.362,412,
39379,-0.362,413,
39389,-0.362,415,
39399,-0.362,414,
39409,-0.362,417,
39419,-0.362,419,
39429,-0.362,415,
39439,-0.362,414,
39449,-0.362,421,
39459,-0.362,416,
39469,-0.362,421,
39479,-0.362,411,
39489,-0.362,417,
39499,-0.362,413,
39509,-0.362,416,
39519,-0.362,417,
39529,-0.362,412,
39539,-0.362,422,
39549,-0.363,416,
39559,-0.362,417,
39569,-0.362,421,
39579,-0.362,411,
39589,-0.362,417,
39599,-0.362,416,
39609,-0.362,418,
39619,-0.362,416,
39629,-0.362,416,
39639,-0.362,416,
39649,-0.362,419,
39659,-0.362,420,
39669,-0.362,420,
39679,-0.362,418,
39689,-0.362,417,
39699,-0.362,418,
39709,-0.362,424,
39719,-0.362,421,
39729,-0.363,419,
39739,-0.362,419,
39749,-0.363,416,
39759,-0.362,417,
39769,-0.362,421,
39779,-0.362,421,
39789,-0.362,422,
39799,-0.362,421,
39809,-0.362,418,
39819,-0.362,424,
39829,-0.362,420,
39839,-0.362,422,
39849,-0.363,418,
39859,-0.362,419,
39869,-0.363,421,
39879,-0.362,417,
39889,-0.362,420,
39899,-0.363,419,
39909,-0.362,415,
39919,-0.362,424,
39929,-0.362,420,
39939,-0.362,421,
39949,-0.362,416,
39959,-0.362,420,
39969,-0.363,421,
39979,-0.363,419,
39989,-0.362,423,
39999,-0.362,421,
40009,-0.362,423,
40019,-0.362,424,
40029,-0.362,425,
40039,-0.362,422,
40049,-0.362,422,
40059,-0.362,421,
40069,-0.363,423,
40079,-0.362,426,
40089,-0.362,421,
40099,-0.362,416,
40109,-0.362,419,
40119,-0.362,422,
40129,-0.362,427,
40139,-0.362,420,
40149,-0.362,424,
40159,-0.362,419,
40169,-0.362,421,
40179,-0.362,423,
40189,-0.362,421,
40199,-0.362,421,
40209,-0.362,427,
40219,-0.362,424,
40229,-0.363,422,
40239,-0.362,426,
40249,-0.362,426,
40259,-0.362,424,
40269,-0.363,425,
40279,-0.362,424,
40289,-0.363,426,
40299,-0.363,426,
40309,-0.362,419,
40319,-0.362,423,
40329,-0.362,425,
40339,-0.362,425,
40349,-0.362,422,
40359,-0.362,423,
40369,-0.362,426,
40379,-0.362,425,
40389,-0.362,429,
40399,-0.362,428,
40409,-0.362,429,
40419,-0.362,428,
40429,-0.363,424,
40439,-0.363,423,
40449,-0.362,428,
40459,-0.363,424,
40469,-0.363,426,
40479,-0.362,429,
40489,-0.362,426,
40499,-0.362,426,
40509,-0.362,425,
40519,-0.363,427,
40529,-0.363,426,
40539,-0.362,427,
40549,-0.362,428,
40559,-0.362,426,
40569,-0.362,428,
40579,-0.363,426,
40589,-0.362,433,
40599,-0.362,429,
40609,-0.362,430,
40619,-0.362,429,
40629,-0.363,427,
40639,-0.362,427,
40649,-0.362,431,
40659,-0.362,431,
40669,-0.362,427,
40679,-0.362,428,
40689,-0.363,431,
40699,-0.362,427,
40709,-0.363,428,
40719,-0.362,430,
40729,-0.363,429,
40739,-0.363,424,
40749,-0.363,431,
40759,-0.363,429,
40769,-0.363,430,
40779,-0.362,434,
40789,-0.362,429,
40799,-0.363,431,
40809,-0.363,428,
40819,-0.362,433,
40829,-0.363,429,
40839,-0.362,431,
40849,-0.362,433,
40859,-0.362,431,
40869,-0.362,437,
40879,-0.363,429,
40889,-0.363,432,
40899,-0.362,431,
40909,-0.363,428,
40919,-0.362,429,
40929,-0.363,430,
40939,-0.362,431,
40949,-0.363,434,
40959,-0.362,428,
40969,-0.363,432,
40979,-0.363,429,
40989,-0.362,433,
40999,-0.363,429,
41009,-0.363,429,
41019,-0.362,431,
41029,-0.363,431,
41039,-0.362,427,
41049,-0.362,434,
41059,-0.362,429,
41069,-0.362,430,
41079,-0.363,435,
41089,-0.363,432,
41099,-0.362,433,
41109,-0.362,436,
41119,-0.362,430,
41129,-0.363,432,
41139,-0.362,432,
41149,-0.363,432,
41159,-0.362,431,
41169,-0.363,433,
41179,-0.362,433,
41189,-0.362,433,
41199,-0.363,430,
41209,-0.362,431,
41219,-0.362,429,
41229,-0.363,435,
41239,-0.362,433,
41249,-0.362,434,
41259,-0.362,435,
41269,-0.362,431,
41279,-0.362,439,
41289,-0.362,433,
41299,-0.363,434,
41309,-0.362,433,
41319,-0.362,436,
41329,-0.363,437,
41339,-0.362,433,
41349,-0.362,435,
41359,-0.362,434,
41369,-0.363,431,
41379,-0.363,436,
41389,-0.363,432,
41399,-0.363,436,
41409,-0.363,442,
41419,-0.363,432,
41429,-0.362,431,
41439,-0.362,436,
41449,-0.363,442,
41459,-0.362,437,
41469,-0.362,437,
41479,-0.362,436,
41489,-0.363,434,
41499,-0.363,438,
41509,-0.362,435,
41519,-0.363,437,
41529,-0.363,438,
41539,-0.362,435,
41549,-0.363,438,
41559,-0.362,440,
41569,-0.363,436,
41579,-0.362,439,
41589,-0.363,435,
41599,-0.363,431,
41609,-0.363,439,
41619,-0.363,435,
41629,-0.362,438,
41639,-0.362,436,
41649,-0.362,438,
41659,-0.362,436,
41669,-0.363,437,
41679,-0.362,445,
41689,-0.363,437,
41699,-0.362,441,
41709,-0.362,436,
41719,-0.363,436,
41729,-0.362,444,
41739,-0.363,434,
41749,-0.363,437,
41759,-0.362,442,
41769,-0.363,433,
41779,-0.363,442,
41789,-0.363,442,
41799,-0.363,439,
41809,-0.363,439,
41819,-0.363,438,
41829,-0.362,444,
41839,-0.363,435,
41849,-0.363,442,
41859,-0.362,442,
41869,-0.363,442,
41879,-0.362,443,
41889,-0.362,436,
41899,-0.363,439,
41909,-0.362,444,
41919,-0.362,436,
41929,-0.362,445,
41939,-0.362,442,
41949,-0.362,437,
41959,-0.362,442,
41969,-0.362,440,
41979,-0.362,447,
41989,-0.363,437,
41999,-0.362,441,
42009,-0.362,442,
42019,-0.362,443,
42029,-0.362,443,
42039,-0.363,440,
42049,-0.363,439,
42059,-0.363,442,
42069,-0.363,439,
42079,-0.362,445,
42089,-0.363,443,
42099,-0.362,438,
42109,-0.363,448,
42119,-0.362,443,
42129,-0.362,440,
42139,-0.363,440,
42149,-0.362,444,
42159,-0.363,444,
42169,-0.362,443,
42179,-0.362,446,
42189,-0.362,448,
42199,-0.362,443,
42209,-0.363,446,
42219,-0.363,441,
42229,-0.363,447,
42239,-0.363,443,
42249,-0.362,440,
42259,-0.362,450,
42269,-0.362,444,
42279,-0.363,447,
42289,-0.363,447,
42299,-0.363,441,
42309,-0.363,443,
42319,-0.362,446,
42329,-0.363,445,
42339,-0.363,445,
42349,-0.363,448,
42359,-0.362,447,
42369,-0.362,446,
42379,-0.363,448,
42389,-0.362,448,
42399,-0.362,444,
42409,-0.363,450,
42419,-0.363,445,
42429,-0.363,446,
42439,-0.362,448,
42449,-0.363,447,
42459,-0.363,448,
42469,-0.362,450,
42479,-0.363,444,
42489,-0.363,447,
42499,-0.362,445,
42509,-0.362,444,
42519,-0.363,446,
42529,-0.363,451,
42539,-0.362,444,
42549,-0.363,447,
42559,-0.363,446,
42569,-0.362,444,
42579,-0.363,450,
42589,-0.362,445,
42599,-0.363,446,
42609,-0.363,448,
42619,-0.362,445,
42629,-0.363,446,
42639,-0.362,454,
42649,-0.363,447,
42659,-0.363,446,
42669,-0.362,448,
42679,-0.363,450,
42689,-0.362,448,
42699,-0.363,450,
42709,-0.363,449,
42719,-0.363,446,
42729,-0.363,449,
42739,-0.363,450,
42749,-0.363,451,
42759,-0.363,449,
42769,-0.362,447,
42779,-0.363,456,
42789,-0.362,453,
42799,-0.363,446,
42809,-0.362,449,
42819,-0.362,449,
42829,-0.363,453,
42839,-0.362,453,
42849,-0.363,446,
42859,-0.363,452,
42869,-0.363,450,
42879,-0.362,450,
42889,-0.363,452,
42899,-0.363,445,
42909,-0.362,456,
42919,-0.363,449,
42929,-0.363,452,
42939,-0.362,451,
42949,-0.363,450,
42959,-0.363,449,
42969,-0.363,452,
42979,-0.363,451,
42989,-0.362,450,
42999,-0.362,454,
43009,-0.362,451,
43019,-0.363,449,
43029,-0.363,450,
43039,-0.363,455,
43049,-0.363,452,
43059,-0.363,455,
43069,-0.363,452,
43079,-0.363,451,
43089,-0.362,457,
43099,-0.362,454,
43109,-0.363,452,
43119,-0.363,452,
43129,-0.363,448,
43139,-0.363,451,
43149,-0.363,458,
43159,-0.362,455,
43169,-0.363,453,
43179,-0.362,451,
43189,-0.363,454,
43199,-0.363,454,
43209,-0.363,454,
43219,-0.363,458,
43229,-0.363,455,
43239,-0.363,454,
43249,-0.362,454,
43259,-0.363,458,
43269,-0.362,451,
43279,-0.362,451,
43289,-0.363,457,
43299,-0.362,453,
43309,-0.362,457,
43319,-0.363,455,
43329,-0.363,454,
43339,-0.363,457,
43349,-0.363,459,
43359,-0.363,454,
43369,-0.363,458,
43379,-0.363,455,
43389,-0.363,456,
43399,-0.363,456,
43409,-0.362,458,
43419,-0.362,458,
43429,-0.363,454,
43439,-0.363,457,
43449,-0.363,454,
43459,-0.363,453,
43469,-0.363,458,
43479,-0.363,459,
43489,-0.363,455,
43499,-0.363,455,
43509,-0.363,456,
43519,-0.363,457,
43529,-0.363,455,
43539,-0.363,453,
43549,-0.363,460,
43559,-0.363,456,
43569,-0.363,456,
43579,-0.363,455,
43589,-0.362,457,
43599,-0.362,457,
43609,-0.363,455,
43619,-0.362,458,
43629,-0.362,451,
43639,-0.363,456,
43649,-0.362,458,
43659,-0.363,456,
43669,-0.363,459,
43679,-0.363,459,
43689,-0.363,459,
43699,-0.362,457,
43709,-0.363,458,
43719,-0.363,460,
43729,-0.363,458,
43739,-0.363,457,
43749,-0.362,460,
43759,-0.363,461,
43769,-0.363,458,
43779,-0.363,459,
43789,-0.363,461,
43799,-0.362,456,
43809,-0.363,459,
43819,-0.362,459,
43829,-0.362,461,
43839,-0.363,457,
43849,-0.362,462,
43859,-0.363,455,
43869,-0.363,461,
43879,-0.362,458,
43889,-0.363,459,
43899,-0.363,463,
43909,-0.363,459,
43919,-0.362,463,
43929,-0.363,460,
43939,-0.363,459,
43949,-0.363,461,
43959,-0.363,459,
43969,-0.363,461,
43979,-0.363,457,
43989,-0.363,460,
43999,-0.363,463,
44009,-0.363,464,
44019,-0.363,459,
44029,-0.363,464,
44039,-0.363,464,
44049,-0.363,463,
44059,-0.363,460,
44069,-0.362,462,
44079,-0.363,462,
44089,-0.363,458,
44099,-0.363,468,
44109,-0.363,459,
44119,-0.363,464,
44129,-0.363,464,
44139,-0.363,463,
44149,-0.363,463,
44159,-0.363,464,
44169,-0.363,466,
44179,-0.363,464,
44189,-0.363,459,
44199,-0.363,462,
44209,-0.363,461,
44219,-0.363,468,
44229,-0.363,460,
44239,-0.363,466,
44249,-0.363,459,
44259,-0.363,466,
44269,-0.363,464,
44279,-0.363,462,
44289,-0.363,466,
44299,-0.362,462,
44309,-0.363,468,
44319,-0.363,467,
44329,-0.362,465,
44339,-0.363,470,
44349,-0.363,469,
44359,-0.363,461,
44369,-0.363,466,
44379,-0.363,470,
44389,-0.363,465,
44399,-0.363,467,
44409,-0.363,463,
44419,-0.363,469,
44429,-0.363,465,
44439,-0.363,465,
44449,-0.363,464,
44459,-0.363,466,
44469,-0.363,464,
44479,-0.363,467,
44489,-0.363,465,
44499,-0.363,471,
44509,-0.363,462,
44519,-0.363,467,
44529,-0.362,468,
44539,-0.363,471,
44549,-0.363,469,
44559,-0.363,469,
44569,-0.363,469,
44579,-0.362,467,
44589,-0.363,467,
44599,-0.363,468,
44609,-0.363,469,
44619,-0.363,469,
44629,-0.363,472,
44639,-0.363,468,
44649,-0.363,473,
44659,-0.363,463,
44669,-0.363,459,
44679,-0.363,466,
44689,-0.363,465,
44699,-0.363,468,
44709,-0.363,463,
44719,-0.363,470,
44729,-0.363,465,
44739,-0.363,466,
44749,-0.363,472,
44759,-0.363,472,
44769,-0.363,472,
44779,-0.363,470,
44789,-0.363,468,
44799,-0.363,471,
44809,-0.363,471,
44819,-0.363,469,
44829,-0.363,470,
44839,-0.363,471,
44849,-0.363,469,
44859,-0.363,475,
44869,-0.363,467,
44879,-0.363,473,
44889,-0.363,471,
44899,-0.363,471,
44909,-0.363,473,
44919,-0.363,474,
44929,-0.363,471,
44939,-0.363,474,
44949,-0.363,473,
44959,-0.363,470,
44969,-0.363,472,
44979,-0.363,473,
44989,-0.363,471,
44999,-0.363,470,
45009,-0.363,476,
45019,-0.363,473,
45029,-0.363,471,
45039,-0.363,470,
45049,-0.363,470,
45059,-0.363,473,
45069,-0.363,471,
45079,-0.363,473,
45089,-0.363,474,
45099,-0.363,471,
45109,-0.363,473,
45119,-0.363,476,
45129,-0.363,473,
45139,-0.363,472,
45149,-0.363,479,
45159,-0.363,469,
45169,-0.363,475,
45179,-0.363,475,
45189,-0.363,469,
45199,-0.363,473,
45209,-0.363,473,
45219,-0.363,473,
45229,-0.363,473,
45239,-0.363,475,
45249,-0.363,478,
45259,-0.363,476,
45269,-0.363,474,
45279,-0.363,475,
45289,-0.363,474,
45299,-0.362,474,
45309,-0.363,473,
45319,-0.363,474,
45329,-0.363,476,
45339,-0.363,479,
45349,-0.363,475,
45359,-0.363,474,
45369,-0.362,477,
45379,-0.363,478,
45389,-0.363,480,
45399,-0.363,475,
45409,-0.363,470,
45419,-0.363,477,
45429,-0.363,475,
45439,-0.363,478,
45449,-0.363,478,
45459,-0.363,478,
45469,-0.363,472,
45479,-0.363,476,
45489,-0.363,471,
45499,-0.363,474,
45509,-0.363,480,
45519,-0.363,480,
45529,-0.363,480,
45539,-0.363,479,
45549,-0.363,475,
45559,-0.363,478,
45569,-0.363,473,
45579,-0.363,477,
45589,-0.363,484,
45599,-0.363,476,
45609,-0.363,476,
45619,-0.363,476,
45629,-0.363,481,
45639,-0.363,476,
45649,-0.363,478,
45659,-0.363,481,
45669,-0.363,478,
45679,-0.363,479,
45689,-0.363,475,
45699,-0.363,480,
45709,-0.363,479,
45719,-0.363,481,
45729,-0.363,480,
45739,-0.363,482,
45749,-0.363,482,
45759,-0.363,480,
45769,-0.363,475,
45779,-0.363,483,
45789,-0.363,481,
45799,-0.363,479,
45809,-0.363,483,
45819,-0.363,477,
45829,-0.363,480,
45839,-0.363,483,
45849,-0.363,479,
45859,-0.363,482,
45869,-0.363,479,
45879,-0.363,480,
45889,-0.363,485,
45899,-0.363,481,
45909,-0.363,482,
45919,-0.363,477,
45929,-0.363,481,
45939,-0.363,483,
45949,-0.363,480,
45959,-0.363,483,
45969,-0.363,478,
45979,-0.363,481,
45989,-0.363,481,
45999,-0.363,483,
46009,-0.363,487,
46019,-0.363,487,
46029,-0.363,486,
46039,-0.363,483,
46049,-0.363,479,
46059,-0.363,484,
46069,-0.363,477,
46079,-0.363,485,
46089,-0.363,482,
46099,-0.363,479,
46109,-0.363,484,
46119,-0.363,481,
46129,-0.363,485,
46139,-0.363,479,
46149,-0.363,486,
46159,-0.363,482,
46169,-0.363,486,
46179,-0.363,486,
46189,-0.363,480,
46199,-0.363,482,
46209,-0.363,483,
46219,-0.363,479,
46229,-0.363,486,
46239,-0.363,484,
46249,-0.363,482,
46259,-0.363,486,
46269,-0.363,482,
46279,-0.363,485,
46289,-0.363,484,
46299,-0.363,483,
46309,-0.363,488,
46319,-0.363,486,
46329,-0.363,487,
46339,-0.363,486,
46349,-0.363,487,
46359,-0.363,487,
46369,-0.363,485,
46379,-0.363,486,
46389,-0.363,486,
46399,-0.363,482,
46409,-0.363,485,
46419,-0.363,484,
46429,-0.363,484,
46439,-0.363,490,
46449,-0.363,488,
46459,-0.363,483,
46469,-0.363,483,
46479,-0.363,489,
46489,-0.363,492,
46499,-0.363,487,
46509,-0.363,491,
46519,-0.363,485,
46529,-0.363,488,
46539,-0.363,495,
46549,-0.363,488,
46559,-0.363,489,
46569,-0.363,486,
46579,-0.363,488,
46589,-0.363,488,
46599,-0.363,487,
46609,-0.363,490,
46619,-0.363,485,
46629,-0.363,493,
46639,-0.363,493,
46649,-0.363,491,
46659,-0.363,489,
46669,-0.363,492,
46679,-0.363,490,
46689,-0.363,487,
46699,-0.363,491,
46709,-0.363,490,
46719,-0.363,490,
46729,-0.363,490,
46739,-0.363,491,
46749,-0.363,484,
46759,-0.363,488,
46769,-0.363,488,
46779,-0.363,487,
46789,-0.363,487,
46799,-0.363,490,
46809,-0.363,496,
46819,-0.363,494,
46829,-0.363,492,
46839,-0.363,493,
46849,-0.363,490,
46859,-0.363,491,
46869,-0.363,489,
46879,-0.363,490,
46889,-0.363,496,
46899,-0.363,491,
46909,-0.363,489,
46919,-0.363,490,
46929,-0.363,493,
46939,-0.363,491,
46949,-0.363,491,
46959,-0.363,494,
46969,-0.363,490,
46979,-0.363,491,
46989,-0.363,497,
46999,-0.363,494,
47009,-0.363,495,
47019,-0.363,493,
47029,-0.363,492,
47039,-0.363,493,
47049,-0.363,487,
47059,-0.363,491,
47069,-0.363,492,
47079,-0.363,496,
47089,-0.363,495,
47099,-0.363,494,
47109,-0.363,493,"      FINALLY;         set(@PartFill, 0.000);         Intensifier.ClearTrigger( );         Intensifier.BeginSeekOnStroke(0.000, 0.50, 0.30);         Dwell(1.000)"
47119,-0.363,492,
47129,-0.363,491,
47139,-0.363,496,
47149,-0.363,492,
47159,-0.363,493,
47169,-0.363,487,
47179,-0.363,491,
47189,-0.363,471,
47199,-0.363,491,
47209,-0.363,477,
47219,-0.363,484,
47229,-0.363,480,
47239,-0.363,477,
47249,-0.363,474,
47259,-0.363,477,
47269,-0.363,481,
47279,-0.363,474,
47289,-0.363,475,
47299,-0.363,473,
47309,-0.363,476,
47319,-0.363,476,
47329,-0.363,474,
47339,-0.363,477,
47349,-0.363,475,
47359,-0.363,478,
47369,-0.363,472,
47379,-0.363,473,
47389,-0.363,472,
47399,-0.363,470,
47409,-0.363,466,
47419,-0.363,469,
47429,-0.363,468,
47439,-0.363,471,
47449,-0.363,467,
47459,-0.363,466,
47469,-0.363,463,
47479,-0.363,462,
47489,-0.363,469,
47499,-0.363,466,
47509,-0.363,462,
47519,-0.363,465,
47529,-0.363,468,
47539,-0.363,465,
47549,-0.363,460,
47559,-0.363,464,
47569,-0.363,467,
47579,-0.363,460,
47589,-0.363,463,
47599,-0.363,459,
47609,-0.363,460,
47619,-0.363,457,
47629,-0.363,457,
47639,-0.363,460,
47649,-0.363,459,
47659,-0.363,456,
47669,-0.363,461,
47679,-0.363,458,
47689,-0.363,461,
47699,-0.364,461,
47709,-0.363,454,
47719,-0.364,454,
47729,-0.363,456,
47739,-0.363,456,
47749,-0.363,450,
47759,-0.363,453,
47769,-0.363,455,
47779,-0.363,452,
47789,-0.363,453,
47799,-0.363,449,
47809,-0.363,447,
47819,-0.363,446,
47829,-0.363,451,
47839,-0.363,449,
47849,-0.363,452,
47859,-0.363,450,
47869,-0.363,448,
47879,-0.363,445,
47889,-0.363,448,
47899,-0.363,445,
47909,-0.363,439,
47919,-0.363,442,
47929,-0.363,436,
47939,-0.363,438,
47949,-0.364,435,
47959,-0.363,431,
47969,-0.363,425,
47979,-0.363,432,
47989,-0.363,427,
47999,-0.364,428,
48009,-0.363,425,
48019,-0.363,422,
48029,-0.363,420,
48039,-0.363,421,
48049,-0.363,423,
48059,-0.363,413,
48069,-0.363,417,
48079,-0.363,419,
48089,-0.363,408,
48099,-0.363,412,
